Time,ResponseTimeInms
11:10:34,2589
11:10:36,1583.5
11:10:38,1305
11:10:40,1160
11:10:42,1064.2
11:10:44,991.833
11:10:46,953.714
11:10:48,924.5
11:10:49,906.667
11:10:51,883.3
11:10:53,867.182
11:10:55,852.667
11:10:57,893.154
11:11:00,949.714
11:11:02,956.067
11:11:05,996.062
11:11:07,998
11:11:10,1004.111
11:11:12,1024
11:11:14,1005.5
11:11:16,989.762
11:11:18,985.273
11:11:20,1002.261
11:11:23,1009.583
11:11:25,1007.84
11:11:27,1019.846
11:11:29,1017.963
11:11:32,1016.25
11:11:34,1019.448
11:11:36,1016.667
11:11:38,1026.065
11:11:41,1026.25
11:11:43,1029.333
11:11:46,1046.176
11:11:48,1045.771
11:11:50,1037.778
11:11:52,1036
11:11:54,1028.316
11:11:56,1036.923
11:11:58,1040.825
11:12:01,1057
11:12:05,1085.857
11:12:08,1101.349
11:12:10,1096.773
11:12:14,1141.2
11:12:17,1154.804
11:12:19,1160.085
11:12:22,1158.25
11:12:24,1154.02
11:12:26,1162.96
11:12:30,1193.51
11:12:32,1186.212
11:12:36,1205.208
11:12:38,1207.981
11:12:41,1216.382
11:12:43,1210.911
11:12:46,1218.912
11:12:49,1228.241
11:12:52,1237.034
11:12:55,1248.1
11:12:57,1253.705
11:13:01,1268.597
11:13:03,1269.333
11:13:06,1276.344
11:13:08,1276.4
11:13:11,1283.985
11:13:16,1312.179
11:13:18,1306.824
11:13:20,1311.464
11:13:24,1323.814
11:13:27,1329.915
11:13:29,1329.083
11:13:32,1335.178
11:13:34,1335.054
11:13:37,1334.36
11:13:39,1333.961
11:13:42,1332.143
11:13:45,1338.064
11:13:47,1331.785
11:13:49,1330.612
11:13:52,1341.247
11:13:55,1346.524
11:13:57,1340.759
11:13:59,1333.929
11:14:02,1342.082
11:14:05,1343.837
11:14:08,1353.494
11:14:10,1348.023
11:14:12,1341.449
11:14:15,1345.611
11:14:18,1352.143
11:14:21,1355
11:14:23,1351.645
11:14:26,1353.319
11:14:28,1355.137
11:14:31,1359.375
11:14:35,1370.33
11:14:38,1374.765
11:14:40,1373.909
11:14:43,1372.29
11:14:45,1367.96
11:14:47,1370.618
11:14:49,1365.233
11:14:52,1360.913
11:14:53,1354.533
11:14:55,1349.387
11:14:58,1347.972
11:15:00,1342.593
11:15:01,1337.294
11:15:04,1336.691
11:15:07,1344.288
11:15:10,1348.58
11:15:13,1351.513
11:15:16,1355.57
11:15:18,1350.243
11:15:20,1345.293
11:15:23,1348.479
11:15:25,1349.551
11:15:27,1345.891
11:15:29,1339.358
11:15:31,1334.669
11:15:34,1335.467
11:15:35,1329.585
11:15:37,1326.46
11:15:40,1328.408
11:15:44,1338.032
11:15:46,1336.268
11:15:48,1331.68
11:15:50,1327.14
11:15:53,1329.115
11:15:55,1327.45
11:15:57,1328.894
11:16:01,1335.662
11:16:04,1342.485
11:16:07,1342.541
11:16:10,1344.949
11:16:13,1349.204
11:16:15,1350.964
11:16:19,1357.338
11:16:21,1357.243
11:16:24,1359.532
11:16:27,1362.796
11:16:29,1362.119
11:16:31,1358.208
11:16:34,1360.421
11:16:37,1360.418
11:16:40,1362.823
11:16:42,1365.642
11:16:45,1365.282
11:16:48,1367.107
11:16:50,1366.775
11:16:54,1372.296
11:16:55,1368.889
11:16:57,1364.961
11:16:59,1361.252
11:17:01,1357.551
11:17:04,1358.013
11:17:06,1355.177
11:17:09,1358.881
11:17:11,1358.444
11:17:14,1359.658
11:17:17,1360.58
11:17:20,1363.123
11:17:22,1362.549
11:17:25,1367.952
11:17:28,1367.669
11:17:30,1367.982
11:17:32,1364.226
11:17:34,1360.568
11:17:37,1365.165
11:17:40,1367.731
11:17:43,1369.82
11:17:46,1372.162
11:17:49,1372.213
11:17:51,1368.554
11:17:52,1365.261
11:17:55,1367.638
11:17:57,1364.242
11:17:59,1360.827
11:18:01,1358.833
11:18:03,1354.68
11:18:05,1351.676
11:18:08,1353.803
11:18:10,1353.5
11:18:12,1350.368
11:18:14,1348.667
11:18:17,1346.904
11:18:19,1346.489
11:18:21,1346.265
11:18:23,1343.342
11:18:26,1345.168
11:18:29,1347.422
11:18:32,1349.409
11:18:35,1351.459
11:18:38,1352.426
11:18:40,1353.128
11:18:43,1353.208
11:18:45,1350.01
11:18:47,1347.302
11:18:49,1349.22
11:18:53,1353.637
11:18:55,1353.198
11:18:59,1357.271
11:19:01,1359.191
11:19:04,1361.049
11:19:07,1360.903
11:19:10,1362.435
11:19:12,1362.327
11:19:14,1359.411
11:19:16,1356.914
11:19:18,1354.265
11:19:20,1351.481
11:19:23,1353.052
11:19:26,1354.864
11:19:29,1358.935
11:19:31,1356.671
11:19:33,1354.018
11:19:36,1355.734
11:19:39,1359.562
11:19:41,1357.927
11:19:43,1356.538
