Time,ResponseTimeInms
14:19:25,3046
14:19:29,2778.5
14:19:33,2704
14:19:36,2663.75
14:19:40,2641
14:19:44,2625.5
14:19:47,2611.714
14:19:51,2654.25
14:19:55,2641.556
14:19:59,2633.6
14:20:02,2627.182
14:20:07,2656.417
14:20:10,2644.923
14:20:14,2652
14:20:18,2659.533
14:20:22,2651.938
14:20:26,2660.471
14:20:30,2669.444
14:20:34,2663.158
14:20:37,2656.5
14:20:41,2648.81
14:20:45,2643.864
14:20:49,2648.826
14:20:52,2644.25
14:20:56,2640.76
14:21:00,2637.769
14:21:03,2635.852
14:21:07,2633.357
14:21:11,2631.241
14:21:14,2627.233
14:21:18,2624.839
14:21:22,2622.5
14:21:26,2638.212
14:21:30,2634.588
14:21:33,2632.029
14:21:37,2629.167
14:21:41,2637.568
14:21:45,2636.053
14:21:49,2633.667
14:21:52,2631.325
14:21:56,2629.146
14:22:00,2626.095
14:22:03,2623.791
14:22:07,2622.386
14:22:11,2624.867
14:22:15,2622.304
14:22:18,2620.149
14:22:22,2618.833
14:22:26,2616.98
14:22:29,2616.02
14:22:33,2618.784
14:22:37,2617.346
14:22:41,2615.698
14:22:44,2614.148
14:22:48,2613.782
14:22:52,2611.5
14:22:55,2610.316
14:22:59,2609.621
14:23:03,2608.051
14:23:06,2607.3
14:23:10,2606.361
14:23:14,2605.435
14:23:17,2604.698
14:23:21,2603.922
14:23:25,2603.123
14:23:29,2602
14:23:32,2601.328
14:23:36,2600.118
14:23:40,2599.29
14:23:43,2598.457
14:23:48,2606.873
14:23:51,2606.069
14:23:55,2607.808
14:23:59,2606.757
14:24:03,2605.733
14:24:06,2604.526
14:24:10,2603.792
14:24:14,2605.551
14:24:18,2609.684
14:24:22,2608.975
14:24:25,2607.938
14:24:29,2607.305
14:24:33,2606.494
14:24:36,2605.798
14:24:40,2605.106
14:24:44,2604.047
14:24:47,2603.598
14:24:51,2605.136
14:24:55,2604.607
14:24:59,2604.144
14:25:02,2603.143
14:25:06,2602.88
14:25:10,2602.258
14:25:13,2602
14:25:17,2601.211
14:25:21,2601.188
14:25:25,2602.711
14:25:29,2604.143
14:25:33,2607.131
14:25:36,2606.89
14:25:40,2606.139
14:25:44,2609.627
14:25:48,2610.845
14:25:52,2610.337
14:25:55,2609.524
14:25:59,2611.028
14:26:03,2610.187
14:26:07,2610
14:26:11,2611.339
14:26:14,2610.727
14:26:18,2609.82
14:26:22,2609.375
14:26:25,2608.673
14:26:29,2608.596
14:26:33,2608.043
14:26:36,2607.431
14:26:40,2606.684
14:26:44,2606.237
14:26:47,2605.613
14:26:51,2605.358
14:26:55,2604.81
14:26:58,2604.213
14:27:02,2603.821
14:27:06,2603.121
14:27:09,2602.76
14:27:13,2602.294
14:27:17,2601.669
14:27:21,2602.891
14:27:25,2604.109
14:27:28,2603.254
14:27:32,2605.901
14:27:36,2605.644
14:27:40,2605.263
14:27:43,2604.724
14:27:47,2604.296
14:27:51,2605.324
14:27:55,2604.796
14:27:58,2604.304
14:28:02,2603.899
14:28:06,2603.386
14:28:10,2605.702
14:28:14,2605.627
14:28:17,2605.196
14:28:21,2604.944
14:28:25,2604.517
14:28:28,2604.055
14:28:32,2603.449
14:28:36,2604.615
14:28:40,2604.255
14:28:43,2603.953
14:28:47,2606.278
14:28:51,2606.033
14:28:55,2606
14:28:58,2605.519
14:29:02,2605.232
14:29:06,2604.756
14:29:09,2604.299
14:29:13,2604.032
14:29:17,2603.623
14:29:21,2603.244
14:29:24,2604.217
14:29:28,2603.827
14:29:32,2603.387
14:29:36,2603.098
14:29:39,2602.491
14:29:43,2603.512
14:29:47,2603.144
