Time,ResponseTimeInms
08:19:07,1320
08:19:09,771
08:19:10,561.667
08:19:12,482
08:19:13,414.2
08:19:14,363.5
08:19:16,324.571
08:19:17,314.125
08:19:18,291.667
08:19:20,285.9
08:19:21,286.182
08:19:22,285.083
08:19:24,285.538
08:19:25,286.214
08:19:27,276.133
08:19:28,266.062
08:19:29,255.353
08:19:30,247.833
08:19:32,248.895
08:19:33,241.3
08:19:34,240.333
08:19:36,242.955
08:19:37,238.783
08:19:38,232.792
08:19:39,227.44
08:19:41,222.923
08:19:42,223.481
08:19:44,226.75
08:19:45,223.793
08:19:46,225.333
08:19:47,223.129
08:19:49,218.312
08:19:50,214.606
08:19:51,211.5
08:19:53,212.543
08:19:54,211.306
08:19:55,212.162
08:19:56,210.605
08:19:58,211.026
08:19:59,209.25
08:20:01,210.854
08:20:02,212.786
08:20:03,214.326
08:20:05,212.341
08:20:06,209.889
08:20:07,210.935
08:20:09,209.83
08:20:10,210.229
08:20:11,208.714
08:20:12,206.72
08:20:14,207.353
08:20:15,205.962
08:20:17,206.717
08:20:18,208.056
08:20:19,206.945
08:20:20,205.286
08:20:22,202.789
08:20:23,200.966
08:20:24,201.847
08:20:26,202.283
08:20:27,204.033
08:20:28,203.048
08:20:30,201.095
08:20:31,199.703
08:20:32,198.062
08:20:33,198.879
08:20:35,200.284
08:20:36,199.25
08:20:37,197.826
08:20:39,198.729
08:20:40,197.606
08:20:41,198.222
08:20:43,199.781
08:20:44,201.284
08:20:46,200.587
08:20:47,199.184
08:20:48,197.636
08:20:49,198.526
08:20:51,197.848
08:20:52,196.688
08:20:53,195.099
08:20:55,196.244
08:20:56,197.169
08:20:57,198.167
08:20:59,197.482
08:21:00,197.767
08:21:01,197.046
08:21:03,195.909
08:21:04,196.382
08:21:05,195.289
08:21:06,194.143
08:21:08,194.815
08:21:09,194.14
08:21:10,193.096
08:21:12,193.747
08:21:13,193.302
08:21:14,192.031
08:21:16,191.112
08:21:17,191.394
08:21:18,190.94
08:21:20,191.614
08:21:21,191.304
08:21:22,193.476
08:21:24,192.846
08:21:25,193.505
08:21:26,192.755
08:21:28,191.832
08:21:29,190.907
08:21:30,190.101
08:21:31,190.573
08:21:33,191.541
08:21:34,191.134
08:21:35,190.195
08:21:37,189.246
08:21:38,188.47
08:21:39,189.026
08:21:41,189.923
08:21:42,190.712
08:21:43,190.336
08:21:45,190.667
08:21:46,190.322
08:21:47,189.5
08:21:49,189.943
08:21:50,190.927
08:21:51,190.728
08:21:53,189.794
08:21:54,188.976
08:21:55,188.141
08:21:56,187.465
08:21:57,186.877
08:21:59,186.198
08:22:00,186.614
08:22:02,187.248
08:22:03,186.724
08:22:04,187.267
08:22:06,188.081
08:22:07,188.964
08:22:08,188.551
08:22:10,187.993
08:22:11,187.236
08:22:12,186.688
08:22:13,187.127
08:22:15,187.706
08:22:16,187.424
08:22:17,186.655
08:22:19,186.021
08:22:20,185.667
08:22:21,186.182
08:22:22,185.537
08:22:24,184.853
08:22:25,184.199
08:22:27,185.836
08:22:28,185.497
08:22:29,184.818
08:22:30,184.077
08:22:32,184.327
08:22:33,184.943
08:22:35,185.519
08:22:36,185.157
08:22:37,184.706
08:22:38,184.174
08:22:40,183.654
08:22:41,183.939
08:22:42,184.445
08:22:44,184.236
08:22:45,184.663
08:22:46,185.24
08:22:48,185.012
08:22:49,184.527
08:22:50,184.953
08:22:52,185.456
08:22:53,186.076
08:22:54,185.792
08:22:56,186.213
08:22:57,185.897
08:22:58,185.46
08:23:00,185.768
08:23:01,186.242
08:23:02,185.972
08:23:04,185.383
08:23:05,185.801
08:23:07,185.363
08:23:08,185.508
08:23:09,185.891
08:23:11,185.465
08:23:12,185.038
08:23:13,184.636
08:23:14,185.027
08:23:16,184.825
08:23:17,185.105
08:23:19,185.738
08:23:20,186.438
08:23:21,187.036
08:23:23,186.784
08:23:24,187.123
08:23:25,187.77
08:23:27,188.431
08:23:28,188.288
08:23:29,187.879
08:23:31,187.31
08:23:32,187.657
08:23:33,187.525
08:23:35,187.039
08:23:36,186.667
08:23:37,186.966
08:23:39,187.466
08:23:40,187.333
08:23:41,186.947
08:23:43,187.287
08:23:44,187.862
08:23:45,187.616
08:23:47,187.953
08:23:48,188.441
08:23:50,189.986
08:23:51,190.549
08:23:53,191.083
08:23:54,190.935
08:23:55,191.243
08:23:56,191.11
08:23:58,190.686
08:23:59,190.258
08:24:00,189.91
08:24:01,189.552
08:24:03,189.125
08:24:04,188.778
08:24:05,189.08
08:24:07,188.956
08:24:08,188.605
08:24:09,188.913
08:24:11,189.413
08:24:12,189.281
08:24:13,188.953
08:24:14,188.627
08:24:16,188.991
08:24:17,189.511
08:24:18,189.513
08:24:20,189.764
08:24:21,189.353
08:24:22,189.636
08:24:24,189.446
08:24:25,189.734
08:24:26,189.591
08:24:28,189.276
08:24:29,188.963
08:24:30,189.135
08:24:32,189.614
08:24:33,189.494
08:24:34,189.782
08:24:36,190.301
08:24:37,190.168
08:24:38,190.438
08:24:40,190.31
