Time,ResponseTimeInms
13:59:53,332
13:59:55,269.5
13:59:56,265.667
13:59:57,233.25
13:59:59,208.4
14:00:00,189.167
14:00:01,221.714
14:00:03,211.125
14:00:04,217.667
14:00:05,210.4
14:00:07,212.273
14:00:08,205.917
14:00:09,209.692
14:00:11,230
14:00:12,221.733
14:00:14,215.562
14:00:15,219.529
14:00:17,231.944
14:00:18,236.368
14:00:19,239.7
14:00:21,234.667
14:00:22,228.364
14:00:23,228.913
14:00:25,225.708
14:00:26,220.08
14:00:27,220.231
14:00:29,224.593
14:00:30,225.143
14:00:31,222.966
14:00:33,224.2
14:00:34,225.484
14:00:36,227.656
14:00:37,225.576
14:00:38,226.676
14:00:40,228.4
14:00:41,231.306
14:00:43,238.622
14:00:44,245.053
14:00:46,245.077
14:00:47,246.5
14:00:49,248.317
14:00:50,248.786
14:00:52,249.233
14:00:53,251.045
14:00:54,248.289
14:00:56,248.761
14:00:57,249.468
14:00:59,251.083
14:01:00,251.408
14:01:01,252.02
14:01:03,250.02
14:01:04,253.442
14:01:06,254.34
14:01:07,254.796
14:01:08,253.745
14:01:10,256.5
14:01:11,254.386
14:01:13,254.483
14:01:14,252.305
14:01:15,252.233
14:01:17,252.705
14:01:18,253.419
14:01:19,252
14:01:21,249.422
14:01:22,248.908
14:01:24,250.106
14:01:25,251.164
14:01:26,251.265
14:01:28,249.986
14:01:29,250.243
14:01:30,250.183
14:01:32,250.625
14:01:33,251.37
14:01:35,249.338
14:01:36,247.453
14:01:37,250.618
14:01:39,248.649
14:01:40,248.833
14:01:41,248.101
14:01:43,248.075
14:01:44,246.469
14:01:45,246.512
14:01:47,244.446
14:01:48,242.881
14:01:49,242.718
14:01:51,243.674
14:01:52,245.092
14:01:54,245.375
14:01:55,245.303
14:01:56,244.111
14:01:58,244.363
14:01:59,243.12
14:02:00,241.559
14:02:02,241.649
14:02:03,240.537
14:02:04,240.656
14:02:06,239.856
14:02:07,240.122
14:02:08,238.98
14:02:09,237.5
14:02:11,237.723
14:02:12,236.794
14:02:13,236.883
14:02:15,235.913
14:02:16,237.743
14:02:18,236.717
14:02:19,235.561
14:02:20,234.315
14:02:21,233.183
14:02:23,233.645
14:02:24,234.162
14:02:26,234.259
14:02:27,233.655
14:02:28,235.421
14:02:30,236.061
14:02:31,236.405
14:02:33,237.103
14:02:34,237.559
14:02:36,239.958
14:02:37,240.008
14:02:39,240.669
14:02:40,241.041
14:02:42,241.228
14:02:43,240.629
14:02:44,239.264
14:02:45,238.206
14:02:47,239.819
14:02:48,240.305
14:02:50,240.488
14:02:51,240.923
14:02:52,240.519
14:02:54,239.402
14:02:55,239.827
14:02:57,241.157
14:02:58,241.585
14:02:59,241.132
14:03:01,241.248
14:03:02,241.239
14:03:04,241.626
14:03:05,242.229
14:03:07,244.057
14:03:08,244.486
14:03:10,244.573
14:03:11,244.083
14:03:12,244.09
14:03:14,243.281
14:03:15,243.354
14:03:16,243.568
14:03:18,243.852
14:03:19,244.487
14:03:21,244.589
14:03:22,244.763
14:03:23,245.542
14:03:25,246.052
14:03:26,246.194
14:03:28,246.429
14:03:29,245.847
14:03:30,245.886
14:03:32,245.39
14:03:33,246.519
14:03:35,246.839
14:03:36,247.136
14:03:38,247.577
14:03:39,246.75
14:03:40,246.897
14:03:42,247.325
14:03:43,247.749
14:03:45,247.821
14:03:46,248.391
14:03:47,248.418
14:03:49,248.766
14:03:50,249.337
14:03:52,248.711
14:03:53,248.621
14:03:54,248.891
14:03:56,249.852
14:03:57,249.435
14:03:59,249.691
14:04:00,249.821
14:04:01,248.944
14:04:03,249.89
14:04:04,249.396
14:04:06,250.426
14:04:07,250.44
14:04:09,249.946
14:04:10,249.833
14:04:11,250.203
14:04:13,250.484
14:04:14,250.762
14:04:16,250.184
